,img_path,species,ct_site
34013,nepal19_crops/2019_NP16_040802_box0_chital.jpg,chital,NP16
34015,nepal19_crops/2019_NP16_040278_box0_chital.jpg,chital,NP16
34016,nepal19_crops/2019_NP16_040829_box0_chital.jpg,chital,NP16
34017,nepal19_crops/2019_NP16_000712_box0_chital.jpg,chital,NP16
34018,nepal19_crops/2019_NP16_040314_box0_chital.jpg,chital,NP16
34019,nepal19_crops/2019_NP16_040384_box0_chital.jpg,chital,NP16
34020,nepal19_crops/2019_NP16_040823_box0_chital.jpg,chital,NP16
34021,nepal19_crops/2019_NP16_040044_box0_chital.jpg,chital,NP16
34022,nepal19_crops/2019_NP16_040741_box2_chital.jpg,chital,NP16
34023,nepal19_crops/2019_NP16_040197_box0_chital.jpg,chital,NP16
34024,nepal19_crops/2019_NP16_040078_box0_chital.jpg,chital,NP16
34025,nepal19_crops/2019_NP16_000881_box0_chital.jpg,chital,NP16
34026,nepal19_crops/2019_NP16_040044_box1_chital.jpg,chital,NP16
34027,nepal19_crops/2019_NP16_040584_box0_chital.jpg,chital,NP16
34028,nepal19_crops/2019_NP16_040037_box0_chital.jpg,chital,NP16
34029,nepal19_crops/2019_NP16_040359_box0_chital.jpg,chital,NP16
34030,nepal19_crops/2019_NP16_040434_box1_chital.jpg,chital,NP16
34031,nepal19_crops/2019_NP16_040936_box0_chital.jpg,chital,NP16
34032,nepal19_crops/2019_NP16_040680_box0_chital.jpg,chital,NP16
34033,nepal19_crops/2019_NP16_040387_box0_chital.jpg,chital,NP16
34034,nepal19_crops/2019_NP16_040166_box0_chital.jpg,chital,NP16
34035,nepal19_crops/2019_NP16_040646_box2_chital.jpg,chital,NP16
34036,nepal19_crops/2019_NP16_000757_box0_chital.jpg,chital,NP16
34037,nepal19_crops/2019_NP16_000360_box1_chital.jpg,chital,NP16
34038,nepal19_crops/2019_NP16_040786_box1_chital.jpg,chital,NP16
34039,nepal19_crops/2019_NP16_000595_box0_chital.jpg,chital,NP16
34040,nepal19_crops/2019_NP16_000631_box0_chital.jpg,chital,NP16
34041,nepal19_crops/2019_NP16_040353_box0_chital.jpg,chital,NP16
34042,nepal19_crops/2019_NP16_000091_box0_chital.jpg,chital,NP16
34043,nepal19_crops/2019_NP16_000719_box0_chital.jpg,chital,NP16
34044,nepal19_crops/2019_NP16_040669_box2_chital.jpg,chital,NP16
34045,nepal19_crops/2019_NP16_040499_box0_chital.jpg,chital,NP16
34046,nepal19_crops/2019_NP16_040741_box0_chital.jpg,chital,NP16
34047,nepal19_crops/2019_NP16_040823_box1_chital.jpg,chital,NP16
34048,nepal19_crops/2019_NP16_040786_box3_chital.jpg,chital,NP16
34049,nepal19_crops/2019_NP16_040786_box0_chital.jpg,chital,NP16
34050,nepal19_crops/2019_NP16_040646_box3_chital.jpg,chital,NP16
34051,nepal19_crops/2019_NP16_040251_box0_chital.jpg,chital,NP16
34052,nepal19_crops/2019_NP16_040786_box4_chital.jpg,chital,NP16
34053,nepal19_crops/2019_NP16_000486_box0_chital.jpg,chital,NP16
34054,nepal19_crops/2019_NP16_000557_box0_chital.jpg,chital,NP16
34055,nepal19_crops/2019_NP16_040646_box0_chital.jpg,chital,NP16
34056,nepal19_crops/2019_NP16_040440_box0_chital.jpg,chital,NP16
34057,nepal19_crops/2019_NP16_000433_box0_chital.jpg,chital,NP16
34058,nepal19_crops/2019_NP16_040849_box0_chital.jpg,chital,NP16
34059,nepal19_crops/2019_NP16_040669_box0_chital.jpg,chital,NP16
34060,nepal19_crops/2019_NP16_040886_box0_chital.jpg,chital,NP16
34061,nepal19_crops/2019_NP16_040334_box0_chital.jpg,chital,NP16
34062,nepal19_crops/2019_NP16_000539_box0_chital.jpg,chital,NP16
34063,nepal19_crops/2019_NP16_000838_box0_chital.jpg,chital,NP16
34064,nepal19_crops/2019_NP16_040353_box1_chital.jpg,chital,NP16
34065,nepal19_crops/2019_NP16_040417_box0_chital.jpg,chital,NP16
34066,nepal19_crops/2019_NP16_040605_box0_chital.jpg,chital,NP16
34067,nepal19_crops/2019_NP16_040368_box0_chital.jpg,chital,NP16
34068,nepal19_crops/2019_NP16_040980_box0_chital.jpg,chital,NP16
34069,nepal19_crops/2019_NP16_000902_box0_porcupine.jpg,porcupine,NP16
34070,nepal19_crops/2019_NP16_000763_box0_chital.jpg,chital,NP16
34071,nepal19_crops/2019_NP16_000297_box0_chital.jpg,chital,NP16
34072,nepal19_crops/2019_NP16_040518_box0_chital.jpg,chital,NP16
34073,nepal19_crops/2019_NP16_040961_box0_chital.jpg,chital,NP16
34074,nepal19_crops/2019_NP16_040595_box0_chital.jpg,chital,NP16
34075,nepal19_crops/2019_NP16_040914_box0_chital.jpg,chital,NP16
34076,nepal19_crops/2019_NP16_000476_box0_chital.jpg,chital,NP16
34077,nepal19_crops/2019_NP16_000519_box0_chital.jpg,chital,NP16
34078,nepal19_crops/2019_NP16_040856_box0_chital.jpg,chital,NP16
34079,nepal19_crops/2019_NP16_040386_box0_chital.jpg,chital,NP16
34080,nepal19_crops/2019_NP16_000690_box0_chital.jpg,chital,NP16
34081,nepal19_crops/2019_NP16_000617_box0_chital.jpg,chital,NP16
34082,nepal19_crops/2019_NP16_040170_box0_chital.jpg,chital,NP16
34083,nepal19_crops/2019_NP16_000565_box0_chital.jpg,chital,NP16
34084,nepal19_crops/2019_NP16_040273_box0_chital.jpg,chital,NP16
34085,nepal19_crops/2019_NP16_040515_box0_chital.jpg,chital,NP16
34086,nepal19_crops/2019_NP16_000582_box0_chital.jpg,chital,NP16
34087,nepal19_crops/2019_NP16_000585_box0_chital.jpg,chital,NP16
34088,nepal19_crops/2019_NP16_000527_box0_chital.jpg,chital,NP16
34089,nepal19_crops/2019_NP16_041066_box0_chital.jpg,chital,NP16
34090,nepal19_crops/2019_NP16_040270_box0_chital.jpg,chital,NP16
34091,nepal19_crops/2019_NP16_000360_box0_chital.jpg,chital,NP16
34092,nepal19_crops/2019_NP16_040360_box0_chital.jpg,chital,NP16
34093,nepal19_crops/2019_NP16_040215_box0_chital.jpg,chital,NP16
34094,nepal19_crops/2019_NP16_040603_box0_chital.jpg,chital,NP16
34095,nepal19_crops/2019_NP16_040844_box0_chital.jpg,chital,NP16
34096,nepal19_crops/2019_NP16_000958_box0_chital.jpg,chital,NP16
34097,nepal19_crops/2019_NP16_040233_box0_chital.jpg,chital,NP16
34098,nepal19_crops/2019_NP16_040975_box0_chital.jpg,chital,NP16
34099,nepal19_crops/2019_NP16_040158_box0_chital.jpg,chital,NP16
34100,nepal19_crops/2019_NP16_000918_box0_chital.jpg,chital,NP16
34101,nepal19_crops/2019_NP16_000788_box0_chital.jpg,chital,NP16
34102,nepal19_crops/2019_NP16_040224_box0_chital.jpg,chital,NP16
34103,nepal19_crops/2019_NP16_040759_box2_chital.jpg,chital,NP16
34104,nepal19_crops/2019_NP16_040331_box0_chital.jpg,chital,NP16
34105,nepal19_crops/2019_NP16_040669_box1_chital.jpg,chital,NP16
34106,nepal19_crops/2019_NP16_040615_box0_chital.jpg,chital,NP16
34107,nepal19_crops/2019_NP16_000871_box0_chital.jpg,chital,NP16
34108,nepal19_crops/2019_NP16_040605_box1_chital.jpg,chital,NP16
34109,nepal19_crops/2019_NP16_000841_box0_chital.jpg,chital,NP16
34110,nepal19_crops/2019_NP16_040741_box1_chital.jpg,chital,NP16
34111,nepal19_crops/2019_NP16_040107_box0_chital.jpg,chital,NP16
34112,nepal19_crops/2019_NP16_000537_box0_chital.jpg,chital,NP16
34113,nepal19_crops/2019_NP16_040527_box0_chital.jpg,chital,NP16
34114,nepal19_crops/2019_NP16_040759_box1_chital.jpg,chital,NP16
34115,nepal19_crops/2019_NP16_040759_box0_chital.jpg,chital,NP16
34116,nepal19_crops/2019_NP16_000554_box0_chital.jpg,chital,NP16
34117,nepal19_crops/2019_NP16_040801_box0_chital.jpg,chital,NP16
34118,nepal19_crops/2019_NP16_040451_box0_chital.jpg,chital,NP16
34119,nepal19_crops/2019_NP16_040961_box1_chital.jpg,chital,NP16
34120,nepal19_crops/2019_NP16_040552_box0_chital.jpg,chital,NP16
34121,nepal19_crops/2019_NP16_000501_box0_chital.jpg,chital,NP16
34122,nepal19_crops/2019_NP16_000829_box0_chital.jpg,chital,NP16
34123,nepal19_crops/2019_NP16_040416_box0_small_indian_civet.jpg,small_indian_civet,NP16
34124,nepal19_crops/2019_NP17_040220_box0_chital.jpg,chital,NP17
34125,nepal19_crops/2019_NP17_040259_box0_sambar.jpg,sambar,NP17
34126,nepal19_crops/2019_NP17_040262_box0_sambar.jpg,sambar,NP17
34127,nepal19_crops/2019_NP17_040148_box1_chital.jpg,chital,NP17
34128,nepal19_crops/2019_NP17_000223_box0_chital.jpg,chital,NP17
34129,nepal19_crops/2019_NP17_040048_box0_chital.jpg,chital,NP17
34130,nepal19_crops/2019_NP17_040491_box0_sambar.jpg,sambar,NP17
34131,nepal19_crops/2019_NP17_041523_box0_chital.jpg,chital,NP17
34132,nepal19_crops/2019_NP17_040881_box0_chital.jpg,chital,NP17
34133,nepal19_crops/2019_NP17_040130_box0_grey_langur.jpg,grey_langur,NP17
34134,nepal19_crops/2019_NP17_000272_box0_chital.jpg,chital,NP17
34136,nepal19_crops/2019_NP17_040703_box0_chital.jpg,chital,NP17
34137,nepal19_crops/2019_NP17_041953_box2_chital.jpg,chital,NP17
34138,nepal19_crops/2019_NP17_040650_box0_chital.jpg,chital,NP17
34139,nepal19_crops/2019_NP17_000299_box0_chital.jpg,chital,NP17
34140,nepal19_crops/2019_NP17_041953_box0_chital.jpg,chital,NP17
34141,nepal19_crops/2019_NP17_041467_box0_wild_boar.jpg,wild_boar,NP17
34142,nepal19_crops/2019_NP17_041953_box1_chital.jpg,chital,NP17
34143,nepal19_crops/2019_NP17_040043_box0_tiger.jpg,tiger,NP17
34144,nepal19_crops/2019_NP17_040039_box0_tiger.jpg,tiger,NP17
34145,nepal19_crops/2019_NP17_000192_box0_sambar.jpg,sambar,NP17
34146,nepal19_crops/2019_NP17_000141_box0_chital.jpg,chital,NP17
34147,nepal19_crops/2019_NP17_000210_box0_sambar.jpg,sambar,NP17
34148,nepal19_crops/2019_NP17_040179_box0_chital.jpg,chital,NP17
34149,nepal19_crops/2019_NP17_041789_box0_chital.jpg,chital,NP17
34150,nepal19_crops/2019_NP17_040253_box0_chital.jpg,chital,NP17
34151,nepal19_crops/2019_NP17_000325_box0_chital.jpg,chital,NP17
34152,nepal19_crops/2019_NP17_000240_box0_chital.jpg,chital,NP17
34153,nepal19_crops/2019_NP17_040148_box0_chital.jpg,chital,NP17
34154,nepal19_crops/2019_NP17_040102_box0_chital.jpg,chital,NP17
34155,nepal19_crops/2019_NP17_041725_box0_chital.jpg,chital,NP17
34156,nepal19_crops/2019_NP17_041222_box0_chital.jpg,chital,NP17
34157,nepal19_crops/2019_NP17_040103_box0_chital.jpg,chital,NP17
34158,nepal19_crops/2019_NP17_040179_box1_chital.jpg,chital,NP17
34159,nepal19_crops/2019_NP17_040700_box0_chital.jpg,chital,NP17
34160,nepal19_crops/2019_NP17_000262_box0_chital.jpg,chital,NP17
34161,nepal19_crops/2019_NP17_041796_box0_chital.jpg,chital,NP17
34162,nepal19_crops/2019_NP17_040085_box0_chital.jpg,chital,NP17
34163,nepal19_crops/2019_NP17_041629_box0_chital.jpg,chital,NP17
34164,nepal19_crops/2019_NP17_000190_box0_sambar.jpg,sambar,NP17
34165,nepal19_crops/2019_NP17_040044_box0_tiger.jpg,tiger,NP17
34166,nepal19_crops/2019_NP17_041762_box0_chital.jpg,chital,NP17
34167,nepal19_crops/2019_NP17_040929_box0_chital.jpg,chital,NP17
34168,nepal19_crops/2019_NP17_040929_box1_chital.jpg,chital,NP17
34169,nepal19_crops/2019_NP17_041688_box0_chital.jpg,chital,NP17
34170,nepal19_crops/2019_NP17_041679_box0_chital.jpg,chital,NP17
34171,nepal19_crops/2019_NP17_040041_box0_tiger.jpg,tiger,NP17
34172,nepal19_crops/2019_NP17_040040_box0_tiger.jpg,tiger,NP17
34173,nepal19_crops/2019_NP17_040114_box0_grey_langur.jpg,grey_langur,NP17
34174,nepal19_crops/2019_NP17_000181_box0_sambar.jpg,sambar,NP17
34175,nepal19_crops/2019_NP17_040140_box0_grey_langur.jpg,grey_langur,NP17
34176,nepal19_crops/2019_NP17_040135_box0_grey_langur.jpg,grey_langur,NP17
34177,nepal19_crops/2019_NP17_040046_box0_tiger.jpg,tiger,NP17
34178,nepal19_crops/2019_NP17_040115_box0_grey_langur.jpg,grey_langur,NP17
34180,nepal19_crops/2019_NP17_041645_box0_chital.jpg,chital,NP17
34181,nepal19_crops/2019_NP17_041966_box0_chital.jpg,chital,NP17
34182,nepal19_crops/2019_NP17_040453_box0_sambar.jpg,sambar,NP17
34183,nepal19_crops/2019_NP17_041966_box1_chital.jpg,chital,NP17
34184,nepal19_crops/2019_NP17_040045_box0_tiger.jpg,tiger,NP17
34185,nepal19_crops/2019_NP17_000068_box0_chital.jpg,chital,NP17
34186,nepal19_crops/2019_NP17_040042_box0_tiger.jpg,tiger,NP17
34187,nepal19_crops/2019_NP17_041966_box2_chital.jpg,chital,NP17
34188,nepal19_crops/2019_NP17_041653_box0_chital.jpg,chital,NP17
34189,nepal19_crops/2019_NP18_000414_box0_porcupine.jpg,porcupine,NP18
34190,nepal19_crops/2019_NP18_040216_box0_chital.jpg,chital,NP18
34191,nepal19_crops/2019_NP18_040230_box0_grey_langur.jpg,grey_langur,NP18
34192,nepal19_crops/2019_NP18_000423_box0_grey_langur.jpg,grey_langur,NP18
34193,nepal19_crops/2019_NP18_000315_box0_grey_langur.jpg,grey_langur,NP18
34194,nepal19_crops/2019_NP18_000309_box0_tiger.jpg,tiger,NP18
34195,nepal19_crops/2019_NP18_040113_box0_chital.jpg,chital,NP18
34196,nepal19_crops/2019_NP18_040084_box0_grey_langur.jpg,grey_langur,NP18
34198,nepal19_crops/2019_NP18_000328_box0_chital.jpg,chital,NP18
34199,nepal19_crops/2019_NP18_000303_box0_tiger.jpg,tiger,NP18
34200,nepal19_crops/2019_NP18_040244_box1_grey_langur.jpg,grey_langur,NP18
34201,nepal19_crops/2019_NP18_040211_box0_chital.jpg,chital,NP18
34202,nepal19_crops/2019_NP18_040450_box0_chital.jpg,chital,NP18
34203,nepal19_crops/2019_NP18_040622_box0_chital.jpg,chital,NP18
34204,nepal19_crops/2019_NP18_000421_box0_grey_langur.jpg,grey_langur,NP18
34205,nepal19_crops/2019_NP18_000312_box0_porcupine.jpg,porcupine,NP18
34206,nepal19_crops/2019_NP18_000401_box0_chital.jpg,chital,NP18
34207,nepal19_crops/2019_NP18_000308_box0_tiger.jpg,tiger,NP18
34208,nepal19_crops/2019_NP18_000305_box0_tiger.jpg,tiger,NP18
34209,nepal19_crops/2019_NP18_040625_box0_chital.jpg,chital,NP18
34210,nepal19_crops/2019_NP18_040357_box0_chital.jpg,chital,NP18
34211,nepal19_crops/2019_NP18_040041_box0_chital.jpg,chital,NP18
34212,nepal19_crops/2019_NP18_000374_box0_chital.jpg,chital,NP18
34213,nepal19_crops/2019_NP18_040226_box0_grey_langur.jpg,grey_langur,NP18
34214,nepal19_crops/2019_NP18_000416_box0_grey_langur.jpg,grey_langur,NP18
34215,nepal19_crops/2019_NP18_040126_box0_chital.jpg,chital,NP18
34216,nepal19_crops/2019_NP18_000307_box0_tiger.jpg,tiger,NP18
34217,nepal19_crops/2019_NP18_000427_box0_grey_langur.jpg,grey_langur,NP18
34218,nepal19_crops/2019_NP18_040180_box0_chital.jpg,chital,NP18
34219,nepal19_crops/2019_NP18_040169_box0_chital.jpg,chital,NP18
34222,nepal19_crops/2019_NP18_040252_box0_grey_langur.jpg,grey_langur,NP18
34223,nepal19_crops/2019_NP18_040244_box0_grey_langur.jpg,grey_langur,NP18
34224,nepal19_crops/2019_NP18_000306_box0_tiger.jpg,tiger,NP18
34225,nepal19_crops/2019_NP18_000094_box0_chital.jpg,chital,NP18
34226,nepal19_crops/2019_NP18_040554_box2_chital.jpg,chital,NP18
34227,nepal19_crops/2019_NP18_040270_box0_chital.jpg,chital,NP18
34228,nepal19_crops/2019_NP18_000304_box0_tiger.jpg,tiger,NP18
34229,nepal19_crops/2019_NP18_040247_box0_grey_langur.jpg,grey_langur,NP18
34231,nepal19_crops/2019_NP18_040554_box1_chital.jpg,chital,NP18
34232,nepal19_crops/2019_NP18_040153_box0_chital.jpg,chital,NP18
34233,nepal19_crops/2019_NP18_040554_box0_grey_langur.jpg,grey_langur,NP18
34234,nepal19_crops/2019_NP18_000397_box0_porcupine.jpg,porcupine,NP18
34235,nepal19_crops/2019_NP18_040091_box0_chital.jpg,chital,NP18
34236,nepal19_crops/2019_NP18_000310_box0_tiger.jpg,tiger,NP18
34237,nepal19_crops/2019_NP18_000311_box0_porcupine.jpg,porcupine,NP18
34238,nepal19_crops/2019_NP18_040120_box0_grey_langur.jpg,grey_langur,NP18
34239,nepal19_crops/2019_NP18_040235_box0_chital.jpg,chital,NP18
34240,nepal19_crops/2019_NP18_000338_box0_chital.jpg,chital,NP18
34241,nepal19_crops/2019_NP18_000357_box0_chital.jpg,chital,NP18
34242,nepal19_crops/2019_NP18_040076_box0_chital.jpg,chital,NP18
34243,nepal19_crops/2019_NP18_040121_box0_grey_langur.jpg,grey_langur,NP18
34244,nepal19_crops/2019_NP18_000391_box0_porcupine.jpg,porcupine,NP18
34245,nepal19_crops/2019_NP18_040234_box0_grey_langur.jpg,grey_langur,NP18
34246,nepal19_crops/2019_NP18_000383_box0_chital.jpg,chital,NP18
34247,nepal19_crops/2019_NP18_040045_box0_chital.jpg,chital,NP18
34248,nepal19_crops/2019_NP18_040088_box0_chital.jpg,chital,NP18
34249,nepal19_crops/2019_NP18_040260_box0_chital.jpg,chital,NP18
34251,nepal19_crops/2019_NP18_040277_box0_peacock.jpg,peacock,NP18
34252,nepal19_crops/2019_NP18_000396_box0_porcupine.jpg,porcupine,NP18
34254,nepal19_crops/2019_NP19_001390_box2_chital.jpg,chital,NP19
34255,nepal19_crops/2019_NP19_001182_box0_chital.jpg,chital,NP19
34256,nepal19_crops/2019_NP19_001420_box0_chital.jpg,chital,NP19
34257,nepal19_crops/2019_NP19_002250_box0_chital.jpg,chital,NP19
34258,nepal19_crops/2019_NP19_002250_box1_chital.jpg,chital,NP19
34259,nepal19_crops/2019_NP19_002027_box0_barking_deer.jpg,barking_deer,NP19
34260,nepal19_crops/2019_NP19_040124_box0_chital.jpg,chital,NP19
34261,nepal19_crops/2019_NP19_001872_box2_chital.jpg,chital,NP19
34262,nepal19_crops/2019_NP19_002106_box0_chital.jpg,chital,NP19
34263,nepal19_crops/2019_NP19_001871_box0_chital.jpg,chital,NP19
34265,nepal19_crops/2019_NP19_040127_box0_chital.jpg,chital,NP19
34266,nepal19_crops/2019_NP19_002013_box0_chital.jpg,chital,NP19
34267,nepal19_crops/2019_NP19_002043_box0_chital.jpg,chital,NP19
34269,nepal19_crops/2019_NP19_002010_box0_chital.jpg,chital,NP19
34270,nepal19_crops/2019_NP19_001647_box0_chital.jpg,chital,NP19
34271,nepal19_crops/2019_NP19_001500_box0_chital.jpg,chital,NP19
34272,nepal19_crops/2019_NP19_001872_box3_chital.jpg,chital,NP19
34273,nepal19_crops/2019_NP19_002009_box0_jackal.jpg,jackal,NP19
34274,nepal19_crops/2019_NP19_001661_box0_chital.jpg,chital,NP19
34275,nepal19_crops/2019_NP19_002041_box0_barking_deer.jpg,barking_deer,NP19
34276,nepal19_crops/2019_NP19_001513_box0_chital.jpg,chital,NP19
34277,nepal19_crops/2019_NP19_001543_box0_chital.jpg,chital,NP19
34278,nepal19_crops/2019_NP19_001584_box0_chital.jpg,chital,NP19
34279,nepal19_crops/2019_NP19_001871_box2_chital.jpg,chital,NP19
34280,nepal19_crops/2019_NP19_040106_box0_chital.jpg,chital,NP19
34281,nepal19_crops/2019_NP19_001397_box3_chital.jpg,chital,NP19
34282,nepal19_crops/2019_NP19_001531_box0_chital.jpg,chital,NP19
34283,nepal19_crops/2019_NP19_002231_box1_chital.jpg,chital,NP19
34284,nepal19_crops/2019_NP19_040052_box0_chital.jpg,chital,NP19
34285,nepal19_crops/2019_NP19_001390_box1_chital.jpg,chital,NP19
34286,nepal19_crops/2019_NP19_002050_box0_chital.jpg,chital,NP19
34287,nepal19_crops/2019_NP19_040063_box0_chital.jpg,chital,NP19
34288,nepal19_crops/2019_NP19_001653_box0_chital.jpg,chital,NP19
34289,nepal19_crops/2019_NP19_001594_box0_chital.jpg,chital,NP19
34290,nepal19_crops/2019_NP19_002342_box0_chital.jpg,chital,NP19
34291,nepal19_crops/2019_NP19_001390_box0_chital.jpg,chital,NP19
34292,nepal19_crops/2019_NP19_000157_box0_grey_langur.jpg,grey_langur,NP19
34293,nepal19_crops/2019_NP19_000229_box0_chital.jpg,chital,NP19
34294,nepal19_crops/2019_NP19_002052_box0_chital.jpg,chital,NP19
34296,nepal19_crops/2019_NP19_002336_box0_chital.jpg,chital,NP19
34297,nepal19_crops/2019_NP19_001625_box1_chital.jpg,chital,NP19
34298,nepal19_crops/2019_NP19_001853_box0_chital.jpg,chital,NP19
34299,nepal19_crops/2019_NP19_002089_box1_chital.jpg,chital,NP19
34300,nepal19_crops/2019_NP19_001546_box0_chital.jpg,chital,NP19
34301,nepal19_crops/2019_NP19_002332_box0_chital.jpg,chital,NP19
34302,nepal19_crops/2019_NP19_040047_box0_chital.jpg,chital,NP19
34303,nepal19_crops/2019_NP19_001276_box0_chital.jpg,chital,NP19
34304,nepal19_crops/2019_NP19_002257_box0_chital.jpg,chital,NP19
34305,nepal19_crops/2019_NP19_000214_box0_chital.jpg,chital,NP19
34306,nepal19_crops/2019_NP19_001772_box1_chital.jpg,chital,NP19
34307,nepal19_crops/2019_NP19_040238_box0_bird.jpg,bird,NP19
34308,nepal19_crops/2019_NP19_002330_box0_chital.jpg,chital,NP19
34309,nepal19_crops/2019_NP19_002269_box1_chital.jpg,chital,NP19
34310,nepal19_crops/2019_NP19_001027_box0_chital.jpg,chital,NP19
34311,nepal19_crops/2019_NP19_001625_box0_chital.jpg,chital,NP19
34312,nepal19_crops/2019_NP19_002104_box0_chital.jpg,chital,NP19
34313,nepal19_crops/2019_NP19_002107_box0_chital.jpg,chital,NP19
34314,nepal19_crops/2019_NP19_001872_box1_chital.jpg,chital,NP19
34315,nepal19_crops/2019_NP19_001871_box3_chital.jpg,chital,NP19
34316,nepal19_crops/2019_NP19_001434_box1_chital.jpg,chital,NP19
34317,nepal19_crops/2019_NP19_002049_box0_chital.jpg,chital,NP19
34318,nepal19_crops/2019_NP19_000787_box0_chital.jpg,chital,NP19
34319,nepal19_crops/2019_NP19_001434_box0_chital.jpg,chital,NP19
34320,nepal19_crops/2019_NP19_001741_box0_chital.jpg,chital,NP19
34321,nepal19_crops/2019_NP19_002053_box0_chital.jpg,chital,NP19
34322,nepal19_crops/2019_NP19_001676_box0_chital.jpg,chital,NP19
34323,nepal19_crops/2019_NP19_002284_box0_chital.jpg,chital,NP19
34324,nepal19_crops/2019_NP19_001792_box0_chital.jpg,chital,NP19
34325,nepal19_crops/2019_NP19_002024_box2_chital.jpg,chital,NP19
34326,nepal19_crops/2019_NP19_002115_box0_chital.jpg,chital,NP19
34327,nepal19_crops/2019_NP19_001823_box0_chital.jpg,chital,NP19
34328,nepal19_crops/2019_NP19_001252_box0_chital.jpg,chital,NP19
34329,nepal19_crops/2019_NP19_040090_box0_chital.jpg,chital,NP19
34330,nepal19_crops/2019_NP19_001472_box0_chital.jpg,chital,NP19
34331,nepal19_crops/2019_NP19_000214_box1_chital.jpg,chital,NP19
34332,nepal19_crops/2019_NP19_002069_box0_chital.jpg,chital,NP19
34333,nepal19_crops/2019_NP19_000545_box0_chital.jpg,chital,NP19
34334,nepal19_crops/2019_NP19_001976_box1_chital.jpg,chital,NP19
34335,nepal19_crops/2019_NP19_001832_box0_chital.jpg,chital,NP19
34336,nepal19_crops/2019_NP19_001818_box0_jackal.jpg,jackal,NP19
34337,nepal19_crops/2019_NP19_001851_box0_chital.jpg,chital,NP19
34338,nepal19_crops/2019_NP19_001536_box0_chital.jpg,chital,NP19
34339,nepal19_crops/2019_NP19_002024_box0_chital.jpg,chital,NP19
34340,nepal19_crops/2019_NP19_001397_box1_chital.jpg,chital,NP19
34341,nepal19_crops/2019_NP19_001504_box0_chital.jpg,chital,NP19
34342,nepal19_crops/2019_NP19_001906_box0_chital.jpg,chital,NP19
34343,nepal19_crops/2019_NP19_001872_box0_chital.jpg,chital,NP19
34344,nepal19_crops/2019_NP19_001397_box4_chital.jpg,chital,NP19
34345,nepal19_crops/2019_NP19_002316_box0_chital.jpg,chital,NP19
34346,nepal19_crops/2019_NP19_002082_box0_chital.jpg,chital,NP19
34347,nepal19_crops/2019_NP19_000699_box0_sambar.jpg,sambar,NP19
34348,nepal19_crops/2019_NP19_001945_box1_chital.jpg,chital,NP19
34349,nepal19_crops/2019_NP19_001772_box0_chital.jpg,chital,NP19
34350,nepal19_crops/2019_NP19_002065_box0_chital.jpg,chital,NP19
34351,nepal19_crops/2019_NP19_001993_box0_chital.jpg,chital,NP19
34352,nepal19_crops/2019_NP19_001945_box0_chital.jpg,chital,NP19
34353,nepal19_crops/2019_NP19_002024_box1_chital.jpg,chital,NP19
34354,nepal19_crops/2019_NP19_002153_box0_chital.jpg,chital,NP19
34355,nepal19_crops/2019_NP19_002089_box2_chital.jpg,chital,NP19
34356,nepal19_crops/2019_NP19_001716_box0_chital.jpg,chital,NP19
34357,nepal19_crops/2019_NP19_001670_box0_chital.jpg,chital,NP19
34358,nepal19_crops/2019_NP19_040055_box0_chital.jpg,chital,NP19
34359,nepal19_crops/2019_NP19_002316_box1_chital.jpg,chital,NP19
34360,nepal19_crops/2019_NP19_001976_box0_chital.jpg,chital,NP19
34361,nepal19_crops/2019_NP19_040031_box0_chital.jpg,chital,NP19
34362,nepal19_crops/2019_NP19_000740_box0_chital.jpg,chital,NP19
34363,nepal19_crops/2019_NP19_002269_box0_chital.jpg,chital,NP19
34364,nepal19_crops/2019_NP19_001488_box0_chital.jpg,chital,NP19
34365,nepal19_crops/2019_NP19_001871_box1_chital.jpg,chital,NP19
34366,nepal19_crops/2019_NP19_001682_box0_chital.jpg,chital,NP19
34367,nepal19_crops/2019_NP19_000415_box0_chital.jpg,chital,NP19
34368,nepal19_crops/2019_NP19_001561_box0_chital.jpg,chital,NP19
34369,nepal19_crops/2019_NP19_000065_box0_chital.jpg,chital,NP19
34370,nepal19_crops/2019_NP19_001418_box0_chital.jpg,chital,NP19
34371,nepal19_crops/2019_NP19_002200_box0_chital.jpg,chital,NP19
34373,nepal19_crops/2019_NP19_001528_box0_chital.jpg,chital,NP19
34374,nepal19_crops/2019_NP19_001709_box0_jackal.jpg,jackal,NP19
34375,nepal19_crops/2019_NP19_040152_box0_chital.jpg,chital,NP19
34376,nepal19_crops/2019_NP19_002336_box1_chital.jpg,chital,NP19
34377,nepal19_crops/2019_NP19_001541_box0_chital.jpg,chital,NP19
34378,nepal19_crops/2019_NP19_002065_box1_chital.jpg,chital,NP19
34379,nepal19_crops/2019_NP19_001182_box1_chital.jpg,chital,NP19
34380,nepal19_crops/2019_NP19_002155_box0_chital.jpg,chital,NP19
34381,nepal19_crops/2019_NP19_001823_box2_chital.jpg,chital,NP19
34382,nepal19_crops/2019_NP19_001397_box0_chital.jpg,chital,NP19
34383,nepal19_crops/2019_NP19_002104_box1_chital.jpg,chital,NP19
34384,nepal19_crops/2019_NP19_002206_box0_chital.jpg,chital,NP19
34385,nepal19_crops/2019_NP19_001390_box3_chital.jpg,chital,NP19
34386,nepal19_crops/2019_NP19_001974_box0_chital.jpg,chital,NP19
